,Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
10573,2005,Brisbane,Medically treated,75 and over,Male,Passenger,5
10638,2005,Brisbane,Minor injury,75 and over,Female,Driver,3
11178,2005,Brisbane,Medically treated,75 and over,Male,Motorcyclist,1
13849,2005,Brisbane,Minor injury,75 and over,Female,Pedestrian,1
15335,2005,Brisbane,Hospitalised,75 and over,Male,Driver,20
15344,2005,Brisbane,Minor injury,75 and over,Female,Passenger,9
16584,2005,Brisbane,Fatality,75 and over,Male,Pedestrian,1
18155,2005,Brisbane,Hospitalised,75 and over,Female,Passenger,18
18676,2005,Brisbane,Medically treated,75 and over,Male,Driver,11
19730,2005,Brisbane,Hospitalised,75 and over,Female,Pedestrian,9
20889,2005,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,1
21287,2005,Brisbane,Medically treated,75 and over,Female,Driver,7
21543,2005,Brisbane,Hospitalised,75 and over,Male,Bicyclist,1
1577,2005,Brisbane,Minor injury,Unknown,Male,Pedestrian,8
1917,2005,Brisbane,Minor injury,Unknown,Male,Bicyclist,3
2721,2005,Brisbane,Minor injury,Unknown,Female,Pedestrian,1
4245,2005,Brisbane,Medically treated,Unknown,Male,Bicyclist,1
5452,2005,Brisbane,Minor injury,Unknown,Male,Driver,1
5461,2005,Brisbane,Medically treated,Unknown,Male,Driver,2
5539,2005,Brisbane,Hospitalised,Unknown,Female,Driver,1
5540,2005,Brisbane,Medically treated,Unknown,Female,Pedestrian,1
10063,2005,Brisbane,Medically treated,Unknown,Female,Passenger,8
11081,2005,Brisbane,Medically treated,Unknown,Male,Motorcyclist,2
13666,2005,Brisbane,Medically treated,Unknown,Male,Passenger,3
13944,2005,Brisbane,Minor injury,Unknown,Male,Motorcyclist,3
13988,2005,Brisbane,Medically treated,Unknown,Unknown,Passenger,6
16758,2005,Brisbane,Hospitalised,Unknown,Unknown,Passenger,2
16765,2005,Brisbane,Minor injury,Unknown,Unknown,Passenger,4
16773,2005,Brisbane,Minor injury,Unknown,Unknown,Bicyclist,1
17007,2005,Brisbane,Minor injury,Unknown,Female,Passenger,7
19265,2005,Brisbane,Hospitalised,Unknown,Female,Passenger,4
19528,2005,Brisbane,Medically treated,Unknown,Female,Motorcyclist,1
21150,2005,Brisbane,Minor injury,Unknown,Male,Passenger,7
22249,2005,Brisbane,Hospitalised,Unknown,Male,Passenger,2
22330,2005,Brisbane,Minor injury,Unknown,Unknown,Driver,1
2130,2006,Brisbane,Medically treated,0 to 16,Female,Bicyclist,3
5413,2006,Brisbane,Minor injury,0 to 16,Female,Driver,1
5785,2006,Brisbane,Medically treated,0 to 16,Male,Passenger,48
7638,2006,Brisbane,Minor injury,0 to 16,Male,Driver,3
8571,2006,Brisbane,Hospitalised,0 to 16,Female,Passenger,39
8591,2006,Brisbane,Medically treated,0 to 16,Female,Passenger,54
9473,2006,Brisbane,Minor injury,0 to 16,Male,Passenger,32
11462,2006,Brisbane,Hospitalised,0 to 16,Male,Passenger,34
12513,2006,Brisbane,Hospitalised,0 to 16,Female,Driver,2
13454,2006,Brisbane,Fatality,0 to 16,Male,Pedestrian,1
13457,2006,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,1
13542,2006,Brisbane,Minor injury,0 to 16,Female,Pedestrian,2
13827,2006,Brisbane,Minor injury,0 to 16,Male,Pedestrian,2
14257,2006,Brisbane,Minor injury,0 to 16,Male,Bicyclist,10
15143,2006,Brisbane,Medically treated,0 to 16,Female,Driver,2
15144,2006,Brisbane,Medically treated,0 to 16,Male,Pedestrian,16
15730,2006,Brisbane,Hospitalised,0 to 16,Male,Motorcyclist,2
17039,2006,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,15
17051,2006,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,13
17052,2006,Brisbane,Minor injury,0 to 16,Female,Bicyclist,3
17085,2006,Brisbane,Medically treated,0 to 16,Male,Bicyclist,7
17105,2006,Brisbane,Medically treated,0 to 16,Female,Pedestrian,8
17937,2006,Brisbane,Minor injury,0 to 16,Female,Passenger,26
18620,2006,Brisbane,Minor injury,0 to 16,Male,Motorcyclist,1
20381,2006,Brisbane,Medically treated,0 to 16,Male,Driver,1
20879,2006,Brisbane,Fatality,0 to 16,Male,Passenger,1
21171,2006,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,13
21602,2006,Brisbane,Medically treated,0 to 16,Male,Motorcyclist,3
210,2006,Brisbane,Hospitalised,17 to 24,Male,Driver,122
243,2006,Brisbane,Medically treated,17 to 24,Female,Pedestrian,14
1110,2006,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,17
2981,2006,Brisbane,Medically treated,17 to 24,Female,Driver,239
4242,2006,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,18
5853,2006,Brisbane,Medically treated,17 to 24,Female,Passenger,84
6882,2006,Brisbane,Minor injury,17 to 24,Male,Passenger,24
6904,2006,Brisbane,Minor injury,17 to 24,Male,Pedestrian,5
7036,2006,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,32
7270,2006,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,10
7880,2006,Brisbane,Fatality,17 to 24,Female,Driver,1
7921,2006,Brisbane,Minor injury,17 to 24,Male,Bicyclist,6
8576,2006,Brisbane,Medically treated,17 to 24,Male,Driver,194
8577,2006,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,68
8609,2006,Brisbane,Minor injury,17 to 24,Male,Driver,155
9158,2006,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,8
9958,2006,Brisbane,Medically treated,17 to 24,Male,Pedestrian,13
12016,2006,Brisbane,Hospitalised,17 to 24,Male,Passenger,47
13665,2006,Brisbane,Minor injury,17 to 24,Female,Bicyclist,1
14282,2006,Brisbane,Medically treated,17 to 24,Male,Passenger,55
14295,2006,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,45
15506,2006,Brisbane,Fatality,17 to 24,Male,Motorcyclist,4
16487,2006,Brisbane,Medically treated,17 to 24,Male,Other,1
16664,2006,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,1
17045,2006,Brisbane,Minor injury,17 to 24,Female,Driver,145
17050,2006,Brisbane,Hospitalised,17 to 24,Female,Driver,107
17108,2006,Brisbane,Minor injury,17 to 24,Female,Passenger,53
18154,2006,Brisbane,Fatality,17 to 24,Male,Driver,6
18256,2006,Brisbane,Fatality,17 to 24,Male,Passenger,3
18284,2006,Brisbane,Minor injury,17 to 24,Female,Pedestrian,7
19834,2006,Brisbane,Hospitalised,17 to 24,Female,Passenger,52
19837,2006,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,7
20378,2006,Brisbane,Medically treated,17 to 24,Male,Bicyclist,18
21704,2006,Brisbane,Fatality,17 to 24,Male,Bicyclist,1
22048,2006,Brisbane,Minor injury,17 to 24,Female,Motorcyclist,3
22363,2006,Brisbane,Medically treated,17 to 24,Female,Bicyclist,1
231,2006,Brisbane,Medically treated,25 to 29,Male,Passenger,16
240,2006,Brisbane,Medically treated,25 to 29,Male,Driver,92
806,2006,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,47
1108,2006,Brisbane,Medically treated,25 to 29,Female,Pedestrian,7
1763,2006,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,6
2038,2006,Brisbane,Fatality,25 to 29,Male,Driver,3
5822,2006,Brisbane,Medically treated,25 to 29,Female,Passenger,29
7044,2006,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,5
7578,2006,Brisbane,Minor injury,25 to 29,Female,Pedestrian,4
7641,2006,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,2
8578,2006,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,24
9166,2006,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,5
10575,2006,Brisbane,Medically treated,25 to 29,Female,Bicyclist,5
11459,2006,Brisbane,Minor injury,25 to 29,Male,Driver,83
14262,2006,Brisbane,Medically treated,25 to 29,Female,Driver,124
14293,2006,Brisbane,Hospitalised,25 to 29,Male,Driver,53
15494,2006,Brisbane,Medically treated,25 to 29,Male,Bicyclist,14
15744,2006,Brisbane,Minor injury,25 to 29,Male,Passenger,11
16363,2006,Brisbane,Minor injury,25 to 29,Female,Bicyclist,2
17110,2006,Brisbane,Minor injury,25 to 29,Male,Bicyclist,13
17693,2006,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,8
17697,2006,Brisbane,Minor injury,25 to 29,Female,Driver,69
18147,2006,Brisbane,Minor injury,25 to 29,Female,Passenger,16
18417,2006,Brisbane,Hospitalised,25 to 29,Female,Passenger,16
19791,2006,Brisbane,Hospitalised,25 to 29,Male,Passenger,10
19804,2006,Brisbane,Hospitalised,25 to 29,Female,Driver,44
20702,2006,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,11
20706,2006,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,17
21164,2006,Brisbane,Medically treated,25 to 29,Male,Pedestrian,6
21531,2006,Brisbane,Minor injury,25 to 29,Male,Pedestrian,4
22129,2006,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,1
206,2006,Brisbane,Medically treated,30 to 39,Female,Passenger,34
252,2006,Brisbane,Minor injury,30 to 39,Male,Passenger,16
698,2006,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,15
1306,2006,Brisbane,Fatality,30 to 39,Male,Pedestrian,3
3026,2006,Brisbane,Minor injury,30 to 39,Female,Passenger,23
3587,2006,Brisbane,Medically treated,30 to 39,Female,Pedestrian,7
3590,2006,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,28
4087,2006,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,3
5697,2006,Brisbane,Medically treated,30 to 39,Male,Passenger,21
5800,2006,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,69
5836,2006,Brisbane,Minor injury,30 to 39,Female,Driver,104
7171,2006,Brisbane,Minor injury,30 to 39,Male,Pedestrian,5
7172,2006,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,4
8573,2006,Brisbane,Hospitalised,30 to 39,Male,Driver,107
9452,2006,Brisbane,Fatality,30 to 39,Male,Driver,5
11426,2006,Brisbane,Hospitalised,30 to 39,Female,Passenger,19
11455,2006,Brisbane,Medically treated,30 to 39,Male,Driver,141
11499,2006,Brisbane,Hospitalised,30 to 39,Female,Driver,89
12807,2006,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,4
13545,2006,Brisbane,Fatality,30 to 39,Female,Driver,2
14274,2006,Brisbane,Medically treated,30 to 39,Female,Driver,182
14849,2006,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,13
14876,2006,Brisbane,Medically treated,30 to 39,Male,Motorcyclist,58
15159,2006,Brisbane,Fatality,30 to 39,Male,Motorcyclist,2
16104,2006,Brisbane,Minor injury,30 to 39,Female,Bicyclist,2
17071,2006,Brisbane,Medically treated,30 to 39,Male,Bicyclist,21
17073,2006,Brisbane,Minor injury,30 to 39,Male,Driver,109
17696,2006,Brisbane,Minor injury,30 to 39,Male,Bicyclist,18
17951,2006,Brisbane,Medically treated,30 to 39,Male,Pedestrian,12
21033,2006,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,8
21173,2006,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,13
21306,2006,Brisbane,Hospitalised,30 to 39,Male,Passenger,13
21363,2006,Brisbane,Medically treated,30 to 39,Female,Bicyclist,3
227,2006,Brisbane,Hospitalised,40 to 49,Male,Driver,78
2987,2006,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,32
3885,2006,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,5
4092,2006,Brisbane,Minor injury,40 to 49,Female,Passenger,18
5805,2006,Brisbane,Hospitalised,40 to 49,Female,Passenger,15
7807,2006,Brisbane,Fatality,40 to 49,Male,Motorcyclist,2
8114,2006,Brisbane,Minor injury,40 to 49,Female,Bicyclist,1
8506,2006,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,44
8574,2006,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,15
8613,2006,Brisbane,Medically treated,40 to 49,Male,Driver,111
10163,2006,Brisbane,Medically treated,40 to 49,Female,Pedestrian,5
11424,2006,Brisbane,Medically treated,40 to 49,Female,Driver,163
11460,2006,Brisbane,Minor injury,40 to 49,Male,Passenger,12
12048,2006,Brisbane,Minor injury,40 to 49,Female,Motorcyclist,5
12274,2006,Brisbane,Medically treated,40 to 49,Male,Bicyclist,14
12317,2006,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,12
13249,2006,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,4
13252,2006,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,5
13727,2006,Brisbane,Medically treated,40 to 49,Female,Bicyclist,1
14858,2006,Brisbane,Fatality,40 to 49,Male,Driver,3
16665,2006,Brisbane,Fatality,40 to 49,Male,Bicyclist,2
17124,2006,Brisbane,Minor injury,40 to 49,Male,Bicyclist,14
17659,2006,Brisbane,Medically treated,40 to 49,Female,Passenger,32
17665,2006,Brisbane,Minor injury,40 to 49,Male,Driver,90
17954,2006,Brisbane,Medically treated,40 to 49,Male,Pedestrian,7
18276,2006,Brisbane,Hospitalised,40 to 49,Male,Passenger,12
18530,2006,Brisbane,Minor injury,40 to 49,Male,Pedestrian,5
19234,2006,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,2
19805,2006,Brisbane,Minor injury,40 to 49,Female,Driver,101
19835,2006,Brisbane,Hospitalised,40 to 49,Female,Driver,65
20711,2006,Brisbane,Medically treated,40 to 49,Male,Passenger,11
21165,2006,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,5
21703,2006,Brisbane,Fatality,40 to 49,Male,Pedestrian,1
208,2006,Brisbane,Minor injury,50 to 59,Female,Driver,83
209,2006,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,27
1294,2006,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,15
2172,2006,Brisbane,Fatality,50 to 59,Male,Bicyclist,1
2261,2006,Brisbane,Fatality,50 to 59,Male,Driver,1
2984,2006,Brisbane,Medically treated,50 to 59,Male,Driver,92
3562,2006,Brisbane,Medically treated,50 to 59,Female,Passenger,32
4395,2006,Brisbane,Medically treated,50 to 59,Male,Pedestrian,4
5226,2006,Brisbane,Minor injury,50 to 59,Female,Pedestrian,1
5856,2006,Brisbane,Hospitalised,50 to 59,Female,Driver,58
6696,2006,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,9
6701,2006,Brisbane,Hospitalised,50 to 59,Female,Passenger,16
6711,2006,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,1
7274,2006,Brisbane,Hospitalised,50 to 59,Unknown,Pedestrian,1
7459,2006,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,16
8166,2006,Brisbane,Minor injury,50 to 59,Female,Bicyclist,1
8610,2006,Brisbane,Medically treated,50 to 59,Male,Bicyclist,10
10576,2006,Brisbane,Minor injury,50 to 59,Male,Passenger,4
11425,2006,Brisbane,Minor injury,50 to 59,Male,Driver,87
12654,2006,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,3
13492,2006,Brisbane,Fatality,50 to 59,Male,Passenger,1
17679,2006,Brisbane,Minor injury,50 to 59,Female,Passenger,25
17689,2006,Brisbane,Medically treated,50 to 59,Female,Pedestrian,6
17695,2006,Brisbane,Minor injury,50 to 59,Male,Pedestrian,3
18134,2006,Brisbane,Hospitalised,50 to 59,Female,Pedestrian,3
18619,2006,Brisbane,Minor injury,50 to 59,Male,Bicyclist,5
19787,2006,Brisbane,Hospitalised,50 to 59,Male,Driver,52
19798,2006,Brisbane,Medically treated,50 to 59,Female,Driver,98
20884,2006,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,11
21158,2006,Brisbane,Minor injury,50 to 59,Female,Motorcyclist,2
21392,2006,Brisbane,Hospitalised,50 to 59,Male,Passenger,7
21534,2006,Brisbane,Medically treated,50 to 59,Female,Bicyclist,4
21885,2006,Brisbane,Medically treated,50 to 59,Male,Passenger,3
811,2006,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,2
812,2006,Brisbane,Hospitalised,60 to 74,Male,Passenger,5
814,2006,Brisbane,Hospitalised,60 to 74,Female,Driver,36
1096,2006,Brisbane,Medically treated,60 to 74,Male,Driver,49
1455,2006,Brisbane,Medically treated,60 to 74,Female,Bicyclist,2
1457,2006,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,7
1580,2006,Brisbane,Medically treated,60 to 74,Male,Passenger,10
2522,2006,Brisbane,Minor injury,60 to 74,Male,Bicyclist,1
3561,2006,Brisbane,Fatality,60 to 74,Female,Passenger,1
5801,2006,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,8
5857,2006,Brisbane,Medically treated,60 to 74,Female,Driver,47
6423,2006,Brisbane,Minor injury,60 to 74,Male,Passenger,6
9170,2006,Brisbane,Medically treated,60 to 74,Male,Pedestrian,4
10068,2006,Brisbane,Fatality,60 to 74,Male,Driver,1
10158,2006,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,4
10456,2006,Brisbane,Medically treated,60 to 74,Male,Bicyclist,2
10796,2006,Brisbane,Medically treated,60 to 74,Female,Pedestrian,2
12307,2006,Brisbane,Minor injury,60 to 74,Female,Passenger,11
12796,2006,Brisbane,Hospitalised,60 to 74,Female,Passenger,8
15352,2006,Brisbane,Fatality,60 to 74,Male,Pedestrian,2
16587,2006,Brisbane,Minor injury,60 to 74,Male,Pedestrian,1
17106,2006,Brisbane,Minor injury,60 to 74,Female,Driver,34
17698,2006,Brisbane,Medically treated,60 to 74,Female,Passenger,28
19841,2006,Brisbane,Minor injury,60 to 74,Male,Driver,51
19842,2006,Brisbane,Hospitalised,60 to 74,Male,Driver,26
20402,2006,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,2
21926,2006,Brisbane,Minor injury,60 to 74,Female,Pedestrian,1
1460,2006,Brisbane,Hospitalised,75 and over,Male,Pedestrian,9
2427,2006,Brisbane,Fatality,75 and over,Male,Passenger,1
4249,2006,Brisbane,Minor injury,75 and over,Female,Passenger,7
4566,2006,Brisbane,Fatality,75 and over,Female,Driver,1
4947,2006,Brisbane,Hospitalised,75 and over,Male,Passenger,1
5146,2006,Brisbane,Medically treated,75 and over,Male,Passenger,2
5810,2006,Brisbane,Medically treated,75 and over,Female,Pedestrian,6
6398,2006,Brisbane,Medically treated,75 and over,Female,Driver,27
7689,2006,Brisbane,Fatality,75 and over,Male,Pedestrian,1
8028,2006,Brisbane,Fatality,75 and over,Male,Driver,1
8604,2006,Brisbane,Minor injury,75 and over,Female,Driver,11
9142,2006,Brisbane,Medically treated,75 and over,Male,Driver,13
12517,2006,Brisbane,Medically treated,75 and over,Female,Passenger,13
15489,2006,Brisbane,Medically treated,75 and over,Male,Pedestrian,2
15497,2006,Brisbane,Minor injury,75 and over,Male,Driver,14
16164,2006,Brisbane,Minor injury,75 and over,Female,Pedestrian,1
16364,2006,Brisbane,Medically treated,75 and over,Male,Bicyclist,1
16694,2006,Brisbane,Minor injury,75 and over,Male,Pedestrian,1
18125,2006,Brisbane,Hospitalised,75 and over,Female,Driver,19
18128,2006,Brisbane,Hospitalised,75 and over,Male,Driver,17
18281,2006,Brisbane,Hospitalised,75 and over,Female,Pedestrian,8
19024,2006,Brisbane,Fatality,75 and over,Female,Pedestrian,2
20416,2006,Brisbane,Hospitalised,75 and over,Female,Passenger,15
21710,2006,Brisbane,Medically treated,75 and over,Male,Motorcyclist,1
2689,2006,Brisbane,Minor injury,Unknown,Unknown,Motorcyclist,1
4575,2006,Brisbane,Medically treated,Unknown,Female,Passenger,12
5451,2006,Brisbane,Minor injury,Unknown,Male,Pedestrian,4
5455,2006,Brisbane,Minor injury,Unknown,Male,Bicyclist,5
5499,2006,Brisbane,Hospitalised,Unknown,Unknown,Driver,1
5544,2006,Brisbane,Medically treated,Unknown,Female,Pedestrian,1
8265,2006,Brisbane,Minor injury,Unknown,Male,Driver,2
10510,2006,Brisbane,Hospitalised,Unknown,Female,Passenger,5
12799,2006,Brisbane,Minor injury,Unknown,Male,Passenger,7
14026,2006,Brisbane,Minor injury,Unknown,Female,Pedestrian,1
14848,2006,Brisbane,Minor injury,Unknown,Female,Passenger,9
16713,2006,Brisbane,Medically treated,Unknown,Male,Bicyclist,1
17940,2006,Brisbane,Minor injury,Unknown,Female,Driver,5
21462,2006,Brisbane,Medically treated,Unknown,Male,Passenger,11
21883,2006,Brisbane,Medically treated,Unknown,Unknown,Passenger,10
22264,2006,Brisbane,Minor injury,Unknown,Male,Motorcyclist,1
22268,2006,Brisbane,Hospitalised,Unknown,Male,Driver,1
22298,2006,Brisbane,Minor injury,Unknown,Unknown,Passenger,7
22304,2006,Brisbane,Minor injury,Unknown,Unknown,Driver,5
22307,2006,Brisbane,Hospitalised,Unknown,Unknown,Passenger,1
22318,2006,Brisbane,Medically treated,Unknown,Unknown,Driver,1
3555,2007,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,19
4487,2007,Brisbane,Medically treated,0 to 16,Female,Driver,4
4897,2007,Brisbane,Fatality,0 to 16,Male,Passenger,1
5075,2007,Brisbane,Minor injury,0 to 16,Female,Bicyclist,1
5389,2007,Brisbane,Medically treated,0 to 16,Female,Motorcyclist,1
5762,2007,Brisbane,Minor injury,0 to 16,Male,Bicyclist,12
6414,2007,Brisbane,Medically treated,0 to 16,Female,Passenger,70
6415,2007,Brisbane,Minor injury,0 to 16,Female,Passenger,27
6418,2007,Brisbane,Minor injury,0 to 16,Male,Passenger,38
6420,2007,Brisbane,Medically treated,0 to 16,Female,Pedestrian,6
6881,2007,Brisbane,Hospitalised,0 to 16,Female,Driver,2
7040,2007,Brisbane,Hospitalised,0 to 16,Male,Passenger,26
7802,2007,Brisbane,Hospitalised,0 to 16,Male,Motorcyclist,2
7998,2007,Brisbane,Fatality,0 to 16,Male,Motorcyclist,2
8554,2007,Brisbane,Hospitalised,0 to 16,Female,Passenger,27
9961,2007,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,4
10512,2007,Brisbane,Minor injury,0 to 16,Male,Driver,3
10759,2007,Brisbane,Minor injury,0 to 16,Male,Motorcyclist,1
10940,2007,Brisbane,Medically treated,0 to 16,Male,Motorcyclist,2
10992,2007,Brisbane,Hospitalised,0 to 16,Female,Motorcyclist,1
11472,2007,Brisbane,Minor injury,0 to 16,Male,Pedestrian,6
13114,2007,Brisbane,Minor injury,0 to 16,Female,Motorcyclist,1
15136,2007,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,11
15138,2007,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,18
16106,2007,Brisbane,Fatality,0 to 16,Female,Pedestrian,1
16107,2007,Brisbane,Minor injury,0 to 16,Female,Pedestrian,5
17687,2007,Brisbane,Medically treated,0 to 16,Male,Bicyclist,16
19772,2007,Brisbane,Medically treated,0 to 16,Male,Passenger,44
20691,2007,Brisbane,Medically treated,0 to 16,Female,Bicyclist,2
21388,2007,Brisbane,Medically treated,0 to 16,Male,Pedestrian,7
21803,2007,Brisbane,Hospitalised,0 to 16,Male,Driver,1
1767,2007,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,9
1846,2007,Brisbane,Fatality,17 to 24,Male,Passenger,1
1982,2007,Brisbane,Minor injury,17 to 24,Female,Pedestrian,3
2961,2007,Brisbane,Minor injury,17 to 24,Female,Driver,175
2968,2007,Brisbane,Medically treated,17 to 24,Female,Driver,219
3001,2007,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,42
3004,2007,Brisbane,Minor injury,17 to 24,Male,Driver,185
